topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
T07_N1,huggingface,deadbits/vigil-jailbreak-ada-002,https://huggingface.co/datasets/deadbits/vigil-jailbreak-ada-002,,,HuggingFace,dataset,DIRECT_OVERLAP,,114,HuggingFace dataset/space 'deadbits/vigil-jailbreak-ada-002' (114 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,deadbits/vigil-jailbreak-all-MiniLM-L6-v2,https://huggingface.co/datasets/deadbits/vigil-jailbreak-all-MiniLM-L6-v2,,,HuggingFace,dataset,DIRECT_OVERLAP,,113,HuggingFace dataset/space 'deadbits/vigil-jailbreak-all-MiniLM-L6-v2' (113 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,jackhhao/jailbreak-classification,https://huggingface.co/datasets/jackhhao/jailbreak-classification,,,HuggingFace,dataset,DIRECT_OVERLAP,,3236,"HuggingFace dataset/space 'jackhhao/jailbreak-classification' (3,236 downloads) matched 'jailbreak' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,innodatalabs/rt-inod-jailbreaking,https://huggingface.co/datasets/innodatalabs/rt-inod-jailbreaking,,,HuggingFace,dataset,PARTIAL_OVERLAP,,46,HuggingFace dataset/space 'innodatalabs/rt-inod-jailbreaking' (46 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,JailbreakV-28K/JailBreakV-28k,https://huggingface.co/datasets/JailbreakV-28K/JailBreakV-28k,,,HuggingFace,dataset,DIRECT_OVERLAP,,3005,"HuggingFace dataset/space 'JailbreakV-28K/JailBreakV-28k' (3,005 downloads) matched 'jailbreak' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,markush1/LLM-Jailbreak-Classifier,https://huggingface.co/datasets/markush1/LLM-Jailbreak-Classifier,,,HuggingFace,dataset,PARTIAL_OVERLAP,,64,HuggingFace dataset/space 'markush1/LLM-Jailbreak-Classifier' (64 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,IDA-SERICS/Disaster-tweet-jailbreaking,https://huggingface.co/datasets/IDA-SERICS/Disaster-tweet-jailbreaking,,,HuggingFace,dataset,PARTIAL_OVERLAP,,24,HuggingFace dataset/space 'IDA-SERICS/Disaster-tweet-jailbreaking' (24 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,GeorgeDaDude/Jailbreak_Complete_DS_labeled,https://huggingface.co/datasets/GeorgeDaDude/Jailbreak_Complete_DS_labeled,,,HuggingFace,dataset,PARTIAL_OVERLAP,,29,HuggingFace dataset/space 'GeorgeDaDude/Jailbreak_Complete_DS_labeled' (29 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,yuntian-deng/WildChat-1M-Jailbreaking-Internal,https://huggingface.co/datasets/yuntian-deng/WildChat-1M-Jailbreaking-Internal,,,HuggingFace,dataset,PARTIAL_OVERLAP,,20,HuggingFace dataset/space 'yuntian-deng/WildChat-1M-Jailbreaking-Internal' (20 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,JailbreakBench/JBB-Behaviors,https://huggingface.co/datasets/JailbreakBench/JBB-Behaviors,,,HuggingFace,dataset,DIRECT_OVERLAP,,30227,"HuggingFace dataset/space 'JailbreakBench/JBB-Behaviors' (30,227 downloads) matched 'jailbreak' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,innodatalabs/rt2-jailbreakv-alpaca,https://huggingface.co/datasets/innodatalabs/rt2-jailbreakv-alpaca,,,HuggingFace,dataset,PARTIAL_OVERLAP,,41,HuggingFace dataset/space 'innodatalabs/rt2-jailbreakv-alpaca' (41 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,walledai/JailbreakBench,https://huggingface.co/datasets/walledai/JailbreakBench,,,HuggingFace,dataset,DIRECT_OVERLAP,,963,HuggingFace dataset/space 'walledai/JailbreakBench' (963 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,walledai/JailbreakHub,https://huggingface.co/datasets/walledai/JailbreakHub,,,HuggingFace,dataset,DIRECT_OVERLAP,,873,HuggingFace dataset/space 'walledai/JailbreakHub' (873 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
